date,Open,High,Low,Close,Volume_(BTC)
2013-04-10 12:30:00,228.0,237.0,211.1,227.0,329.849
2013-04-10 13:00:00,218.223,225.1,200.0,201.1,590.432
2013-04-10 13:30:00,193.0,200.0,19.9,190.0,2871.838
2013-04-10 14:00:00,190.0,197.219,155.0,171.0,3527.0
2013-04-10 14:30:00,157.0,199.9,157.0,180.0,1003.019
2013-04-10 15:00:00,174.0,174.0,148.0,155.92,891.279
2013-04-10 15:30:00,155.0,175.0,130.0,161.0,733.958
2013-04-10 16:00:00,161.0,177.0,145.0,177.0,437.142
2013-04-10 16:30:00,180.0,205.0,142.093,205.0,3464.883
2013-04-10 17:00:00,195.0,211.865,177.5,190.0,2409.365
2013-04-10 17:30:00,218.0,218.0,151.1,152.199,1964.185
2013-04-10 18:00:00,152.198,156.082,124.83,140.186,9356.402
2013-04-10 18:30:00,231.75,231.75,145.0,157.5,2245.89
2013-04-10 19:00:00,157.5,232.75,143.089,160.005,762.504
2013-04-10 19:30:00,156.864,181.0,151.1,162.0,1025.719
2013-04-10 20:00:00,162.0,175.0,159.971,175.0,1148.763
2013-04-10 20:30:00,174.001,205.0,167.09,175.0,2538.248
2013-04-10 21:00:00,171.668,194.999,171.668,180.0,910.121
2013-04-10 21:30:00,180.0,180.0,161.1,170.986,504.636
2013-04-10 22:00:00,169.005,169.647,162.339,162.339,464.199
2013-04-10 22:30:00,162.5,162.5,148.964,157.702,1513.986
2013-04-10 23:00:00,157.006,175.0,156.807,165.5,1177.435
2013-04-10 23:30:00,166.0,170.619,161.0,170.153,659.712
2013-04-11 00:00:00,166.1,178.0,166.1,178.0,330.569
2013-04-11 00:30:00,175.0,175.0,170.0,170.0,110.495
2013-04-11 01:00:00,169.0,174.919,166.5,174.009,824.121
2013-04-11 01:30:00,174.999,175.568,172.2,172.2,34.58
2013-04-11 02:00:00,174.171,188.0,173.5,188.0,1410.225
2013-04-11 02:30:00,187.99,188.0,180.0,182.0,1588.084
2013-04-11 03:00:00,179.99,180.1,179.99,180.1,9.871
2013-04-11 03:30:00,180.206,182.3,179.9,180.293,768.969
